"hospital_clave","hospital_nombre","categoria","clave","descripcion","stock","minimo","fecha","dias_restantes"
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","material","060.791.0106","RESINA. FOTOPOLIMERIZABLE PARA RESTAURACIÃ“N DE DIENTES ANTERIORES Y POSTERIORES. JERINGA 3.5G.  LAS INSTITUCIONES PODRÃN ELEGIR LAS VARIANTES DE COLOR Y COMPOSICIÃ“N.",5,2,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","material","S/C","SELLADORES. DE FISURAS Y FOSETAS. KIT CON DOS JERINGAS DE 1.2 ML. INCLUYE UNA JERINGA DE 3ML DE GEL GRABADOR, 20 PUNTAS PARA JERINGA DE SELLADOR Y 10 PUNTAS PARA JERINGA DE GEL GRABADOR.",2,NULL,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","material","060.889.0158","TIRAS. DE CELULOIDE PARA CONFORMAR RESTAURACIONES DE RESINA. ANCHO: 8 A10 MM CALIBRE:",2,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","material","060.889.0224","TIRAS. DE LIJA PARA PULIR RESTAURACIONES DE RESINA. EXTRA FINO  MEDIANO Y GRUESO.",6,2,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","material","060.431.0037","FRESA DE CARBURO, PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD, FORMA DE PERA, NO. 331.",45,3,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","material","060.431.0672","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO FORMA DE CONO INVERTIDO. NO. 33 1/2.",40,3,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","material","060.431.0623","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, PARA TERMINACIÃ“N DE COMPOSITES FORMA CILÃNDRICA NO. 018",10,0,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","material","060.431.0615","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, PARA TERMINACIÃ“N DE COMPOSITES FORMA CILÃNDRICA NO. 012",21,0,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","material","060.431.0524","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA REDONDA, NO. 010",5,0,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","material","060.431.0573","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA DE RUEDA. NO. 042.",30,0,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","insumos","010.000.0267.00","LIDOCAÃNA, EPINEFRINA. SOLUCIÃ“N INYECTABLE AL 2%. CAJA CON 50 CARTUCHOS DENTALES CON 1.8 ML",20,NULL,"2026-02-15",12
"VZIM016035","Hospital General Alamo","mobiliario","511.232.0022","CESTO DE PAPELES",2,NULL,"2026-01-14",-20
"VZIM016035","Hospital General Alamo","mobiliario","519.132.0059","BOTE DE CAMPANA",0,NULL,"2026-01-14",-20
"VZIM016035","Hospital General Alamo","mobiliario","511.814.0127","SILLA FIJA ACOJINADA APILABLE",2,NULL,"2026-01-14",-20
"VZIM016035","Hospital General Alamo","mobiliario","515.957.0109","VITRINA DE 75 CM CONTRA MURO",0,NULL,"2026-01-14",-20
"VZIM016035","Hospital General Alamo","mobiliario","511.836.0295","SILLÃ“N GIRATORIO DE RESPALDO BAJO",1,NULL,"2026-01-14",-20
"VZIM016035","Hospital General Alamo","mobiliario","S/C","VITRINA DOBLE ESMALTADA DOS PUERTAS SUPERIORES DE CRISTAL CON CERRADURA Y ENTREPAÃ‘OS DE CRISTAL, DOS CAJONES CENTRALES, DOS PUERTAS DE LÃMINA DE HACER  O INFERIORES CON ENTREPAÃ‘OS",0,NULL,"2026-01-14",-20
"VZIM016035","Hospital General Alamo","mobiliario","511.339.0206","ESCRITORIO CHICO CON PEDESTAL DERECHO",1,NULL,"2026-01-14",-20
"VZIM016035","Hospital General Alamo","mobiliario","S/C","CARRO CAJONERO CON RUEDAS",2,NULL,"2026-01-14",-20
"VZIM016035","Hospital General Alamo","mobiliario","S/C","MESA ALTA CON RESPALDO Y FREGADERO DE 120 CM",0,NULL,"2026-01-14",-20
"VZIM016035","Hospital General Alamo","mobiliario","511.076.0203","ARCHIVERO DE 4 GAVETAS",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","mobiliario","350.308.0040","DESPCHADOR DE TOALLA DE PAPEL INTERDOBLADA GRANDE",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","mobiliario","S/C","LAVABO CONTRA MURO",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","mobiliario","S/C","ESPEJO DE PARED",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","mobiliario","S/C","ESPEJO INDIVIDUAL PARA PACIENTES",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","mobiliario","S/C","AIRE ACONDICIONADO",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","bienesInformaticos","S/C","COMPUTADORA DE ESCRITORIO MEDIO RENDIMIENTO WINDOWS",1,1,"",NULL
"VZIM016035","Hospital General Alamo","bienesInformaticos","S/C","UNIDAD DE ENERGÃA ININTERRUMPIDA TIPO 3. INTERACTIVO, CAPACIDAD DE 500 VA/300 WATSS.",0,0,"",NULL
"VZIM016035","Hospital General Alamo","bienesInformaticos","S/C","EQUIPO MULTIFUNCIONAL LÃSER MONOCROMÃTICO",0,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.025.0069","ALVEOLOTOMO MEAD PINZA GUBIA LONGITUD 17CM",1,1,"2026-01-15",-19
"VZIM016035","Hospital General Alamo","instrumental","537.065.0052","APLICADOR DE HIDROXIDO DE CALCIO",5,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.079.0015","ARCO YOUNG PORTA DIQUE DE HULE",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","535.137.0035","BISTURÃ QUIRÃšRGICO. MANGO NÂ° 3, CON ESCALA",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.105.0179","BISTURÃ GOLDMAN FOX. NO.7",0,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.151.0016","BOTA FRESA. BOTA FRESA BRODEN: ADITAMIENTO PARA PIEZA DE MANO DE ALTA VELOCIDAD",0,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.147.0017","BUDINERA DE ACERO INOXIDABLE 25 X 16 CM Y 700 ML.",0,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","535.260.2154","CUCHARILLA LUCAS DE DOBLE EXTREMO 17CM DE LONGITUD",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.251.0098","CURETA. CURETA CK-6 DE DOBLE EXTREMO",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.251.0015","CURETA. CURETA MC CALL DERECHA E IZQUIERDA. JUEGO.",0,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.0452","ELEVADOR BEIN CON MANGO METALICO RECTO ACANALADO DE 2 O 3 MM ANCHO DE HOJA",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.0551","ELEVADOR BUCO DENTOMAXILAR. ELEVADOR APICAL FLOHR CON MANGO METALICO CON BRAZO ANGULAR EXTREMO FINO Y CORTO DERECHO",1,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.0700","ELEVADOR BUCO DENTOMAXILAR. ELEVADOR APLICAR FLOHR CON MANGO METALICO CON BRAZO ANGULAR EXTREMO FINO Y CORTO IZQUIERDO",1,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.2664","ELEVADOR BUCO DENTOMAXILAR. ELEVADOR BEIN CON MANGO METALICO RECTO ACALANADO DE 4MM. ANCHO DE HOJA.",1,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.0957","ELEVADOR BUCO DENTOMAXILAR. ELEVADOR TIPO CRYER WHITE DE BANDERA DERECHO CON MANGO METALICO EXTREMO EN ANGULO OBTUSO Y HOJA PEQUEÃ‘A",0,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.1104","ELEVADOR BUCO DENTOMAXILAR. ELEVADOR TIPO CRYER WHITE DE BANDERA IZQUIERDO CON MANGO METALICO EXTREMO EN ANGULO OBTUSO Y HOJA PEQUEÃ‘A",0,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.1534","ELEVADOR SELDIN DE BANDERA DERECHO MANGO METALICO EXTREMO EN ANGULO RECTO HOJA GRANDE",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.1609","ELEVADOR SELDIN DE BANDERA IZQUIERDO MANGO METALICO EXTREMO EN ANGULO RECTO HOJA GRANDE",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.2805","ELEVADOR SELDIN, CON MANGO METÃLICO DE BANDERA, EXTREMO EN ÃNGULO RECTO, CON HOJA PEQUEÃ‘A DERECHA.",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.2813","ELEVADOR SELDIN, CON MANGO METÃLICO DE BANDERA, EXTREMO EN ÃNGULO RECTO, CON HOJA PEQUEÃ‘A IZQUIERDA",1,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.370.0029","ESPÃTULA METÃLICA DEL No.3 DE DOBLE EXTREMO UNO RECTANGULAR Y OTRO DE PUNTA DE LANZA",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.370.0128","ESPÃTULA PARA RESINA, DE PLÃSTICO, CON DOBLE PUNTA DE TRABAJO",0,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.383.0081","ESPEJO DENTAL ROSCA SENCILLA PLANO SIN AUMENTO NO.5",20,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.397.0168","EXCAVADOR TIPO WHITE No.17",10,5,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.397.0150","EXCAVADOR TIPO WHITE No.5",0,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.409.0531","EXPLORADOR. EXPLORADOR DE UNA PIEZA CON DOBLE EXTREMO NO.5",10,3,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0015","FÃ“RCEPS DENTAL TIPO KLEIN, INFANTIL No. 151 1/2 S",0,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0189","FÃ“RCEPS NO. 151",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0221","FÃ“RCEPS NO.101",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0197","FÃ“RCEPS NO.150",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0171","FÃ“RCEPS NO.17",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0460","FÃ“RCEPS NO.53 DERECHO",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0270","FÃ“RCEPS NO.53 IZQUIERDO",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0155","FÃ“RCEPS NO.65",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0411","FÃ“RCEPS NO.69",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0205","FÃ“RCEPS PARA ODONTECTOMÃAS DEL No. 151 B",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0726","FÃ“RCEPS PARA ODONTECTOMÃAS DEL No. 210",NULL,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0734","FÃ“RCEPS PARA ODONTECTOMÃAS DEL No. 222",NULL,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.025.0069","ALVEOLOTOMO MEAD PINZA GUBIA LONGITUD 17CM",1,1,"2026-01-15",-19
"VZIM016035","Hospital General Alamo","instrumental","537.065.0052","APLICADOR DE HIDROXIDO DE CALCIO",5,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.079.0015","ARCO YOUNG PORTA DIQUE DE HULE",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","535.137.0035","BISTURÃ QUIRÃšRGICO. MANGO NÂ° 3, CON ESCALA",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.105.0179","BISTURÃ GOLDMAN FOX. NO.7",0,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.151.0016","BOTA FRESA. BOTA FRESA BRODEN: ADITAMIENTO PARA PIEZA DE MANO DE ALTA VELOCIDAD",0,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.147.0017","BUDINERA DE ACERO INOXIDABLE 25 X 16 CM Y 700 ML.",0,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","535.260.2154","CUCHARILLA LUCAS DE DOBLE EXTREMO 17CM DE LONGITUD",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.251.0098","CURETA. CURETA CK-6 DE DOBLE EXTREMO",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.251.0015","CURETA. CURETA MC CALL DERECHA E IZQUIERDA. JUEGO.",0,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.0452","ELEVADOR BEIN CON MANGO METALICO RECTO ACANALADO DE 2 O 3 MM ANCHO DE HOJA",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.0551","ELEVADOR BUCO DENTOMAXILAR. ELEVADOR APICAL FLOHR CON MANGO METALICO CON BRAZO ANGULAR EXTREMO FINO Y CORTO DERECHO",1,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.0700","ELEVADOR BUCO DENTOMAXILAR. ELEVADOR APLICAR FLOHR CON MANGO METALICO CON BRAZO ANGULAR EXTREMO FINO Y CORTO IZQUIERDO",1,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.2664","ELEVADOR BUCO DENTOMAXILAR. ELEVADOR BEIN CON MANGO METALICO RECTO ACALANADO DE 4MM. ANCHO DE HOJA.",1,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.0957","ELEVADOR BUCO DENTOMAXILAR. ELEVADOR TIPO CRYER WHITE DE BANDERA DERECHO CON MANGO METALICO EXTREMO EN ANGULO OBTUSO Y HOJA PEQUEÃ‘A",0,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.1104","ELEVADOR BUCO DENTOMAXILAR. ELEVADOR TIPO CRYER WHITE DE BANDERA IZQUIERDO CON MANGO METALICO EXTREMO EN ANGULO OBTUSO Y HOJA PEQUEÃ‘A",0,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.1534","ELEVADOR SELDIN DE BANDERA DERECHO MANGO METALICO EXTREMO EN ANGULO RECTO HOJA GRANDE",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.1609","ELEVADOR SELDIN DE BANDERA IZQUIERDO MANGO METALICO EXTREMO EN ANGULO RECTO HOJA GRANDE",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.2805","ELEVADOR SELDIN, CON MANGO METÃLICO DE BANDERA, EXTREMO EN ÃNGULO RECTO, CON HOJA PEQUEÃ‘A DERECHA.",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.327.2813","ELEVADOR SELDIN, CON MANGO METÃLICO DE BANDERA, EXTREMO EN ÃNGULO RECTO, CON HOJA PEQUEÃ‘A IZQUIERDA",1,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.370.0029","ESPÃTULA METÃLICA DEL No.3 DE DOBLE EXTREMO UNO RECTANGULAR Y OTRO DE PUNTA DE LANZA",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.370.0128","ESPÃTULA PARA RESINA, DE PLÃSTICO, CON DOBLE PUNTA DE TRABAJO",0,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.383.0081","ESPEJO DENTAL ROSCA SENCILLA PLANO SIN AUMENTO NO.5",20,0,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.397.0168","EXCAVADOR TIPO WHITE No.17",10,5,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.397.0150","EXCAVADOR TIPO WHITE No.5",0,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.409.0531","EXPLORADOR. EXPLORADOR DE UNA PIEZA CON DOBLE EXTREMO NO.5",10,3,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0015","FÃ“RCEPS DENTAL TIPO KLEIN, INFANTIL No. 151 1/2 S",0,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0189","FÃ“RCEPS NO. 151",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0221","FÃ“RCEPS NO.101",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0197","FÃ“RCEPS NO.150",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0171","FÃ“RCEPS NO.17",1,1,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0460","FÃ“RCEPS NO.53 DERECHO",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0270","FÃ“RCEPS NO.53 IZQUIERDO",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0155","FÃ“RCEPS NO.65",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0411","FÃ“RCEPS NO.69",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0205","FÃ“RCEPS PARA ODONTECTOMÃAS DEL No. 151 B",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0726","FÃ“RCEPS PARA ODONTECTOMÃAS DEL No. 210",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0734","FÃ“RCEPS PARA ODONTECTOMÃAS DEL No. 222",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0544","FÃ“RCEPS PARA ODONTECTOMÃAS TIPO KLEIN, DEL No. 3",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0502","FÃ“RCEPS PARA ODONTECTOMÃAS TIPO KLEIN, DEL No. 6",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.426.0023","FOÌRCEPS. NO 23.",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.547.0019","JERINGA CARPULE CON ADAPTADOR PARA AGUJA DESECHABLE CALIBRE 27 LARFA O CORTA ENTRADA UNIVERSAL O ESTADAR. HENDIDURA PARA INTRODUCIR CARTUCHO DE ANESTESICO DESECHABLE DE 1.8ML DOS ALETAS EN EL CUERPO PARA APOYAR INDICE Y MEDIO. EMBOLO CON ANILLO PARA EL DEDO PULGAR Y ESPIRAL AGUDA EN EL EXTREMO O PUESTO (EN CONTACTO CON LA GOMA DEL CARTUCHO).",10,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","S/C","JUEGO DE GRAPAS",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","S/C","JUEGO DE PROFILAXIS 8 INSTRUMENTOS",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","535.567.0059","LEGRA MEAD MANGO RECTO DOBLE EXTREMO",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.583.0105","LIMA MILLER O COLBURN, DOBLE EXTREMO No. 10c O No. 3, C/PUNTAS DE TRABAJO RECTANGULAR Y OVAL, ESTRÃAS HORIZONTALES",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.602.0409","MANGO PARA ESPEJO DENTAL METALICO MACIZO ROSCA SENCILLA",10,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.703.9598","PINZA COLLEGE O LONDON-COLLEGE TIPO BAYONETA LONGITUD DE 150 A 155 MM",10,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.703.7493","PINZA AINSWORTH LONGITUD DE 160 A 165 MM",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.702.0531","PINZA BREWER PORTA GRAPAS PARA DIQUE DE HULE LONGITUD DE 170 A 175MM",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","531.687.0012","PORTA ABATELENGUAS CON TAPA, DE ACERO INOXIDABLE",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","535.716.0190","PORTA AGUJA FINOCHIETO, LONGITUD 14.6 CM.",NULL,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.719.0052","PORTA MATRIZ. PORTA MATRIZ PARA BANDA DE CELULOIDE",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.720.0018","PORTA SERVILLETAS. MODELO MARTIN O ADAMS CON CADENA",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","060.830.7237","SONDA PARODONTAL. SONDA DE ACERO INOXIDABLE CON UNA PUNTA DE TRABAJO ROMA Y MILIMETRADA DE 1 A 10",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.173.2511","SONDA PERIODONTAL W O WHO.",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","535.859.2417","TIJERA MAYO, RECTA LONGITUD DE 170 MM",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","535.859.1898","TIJERA QUINBY, CURVA, HOJAS CORTAS, LONGITUD 12.5 CM",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","535.859.1286","TIJERAS IRIS, CURVA, LONGITUD 12 CM",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","537.860.0018","TIRAPUENTE. TIRAPUENTE MILLER CON TRES PUNTAS DIFERENTES",1,NULL,"",NULL
"VZIM016035","Hospital General Alamo","instrumental","513.887.0059","TORUNDERA CON TAPA, DE ACERO INOXIDABLE DE 250 ML. DE CAPACIDAD",0,NULL,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.025.0069","ALVEOLOTOMO MEAD PINZA GUBIA LONGITUD 17CM",1,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.065.0052","APLICADOR DE HIDROXIDO DE CALCIO",4,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.079.0015","ARCO YOUNG PORTA DIQUE DE HULE",1,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","535.260.2154","CUCHARILLA LUCAS DE DOBLE EXTREMO 17CM DE LONGITUD",9,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.251.0015","CURETA. CURETA MC CALL DERECHA E IZQUIERDA. JUEGO.",1,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.327.0452","ELEVADOR BEIN CON MANGO METALICO RECTO ACANALADO DE 2 O 3 MM ANCHO DE HOJA",NULL,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.025.0069","ALVEOLOTOMO MEAD PINZA GUBIA LONGITUD 17CM",1,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.065.0052","APLICADOR DE HIDROXIDO DE CALCIO",4,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.079.0015","ARCO YOUNG PORTA DIQUE DE HULE",1,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","535.260.2154","CUCHARILLA LUCAS DE DOBLE EXTREMO 17CM DE LONGITUD",9,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.251.0015","CURETA. CURETA MC CALL DERECHA E IZQUIERDA. JUEGO.",1,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.327.0452","ELEVADOR BEIN CON MANGO METALICO RECTO ACANALADO DE 2 O 3 MM ANCHO DE HOJA",2,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.383.0081","ESPEJO DENTAL ROSCA SENCILLA PLANO SIN AUMENTO NO.5",9,0,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.409.0531","EXPLORADOR. EXPLORADOR DE UNA PIEZA CON DOBLE EXTREMO NO.5",9,3,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.426.0189","FÃ“RCEPS NO. 151",1,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.426.0221","FÃ“RCEPS NO.101",1,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.426.0197","FÃ“RCEPS NO.150",1,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.426.0171","FÃ“RCEPS NO.17",1,1,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.426.0460","FÃ“RCEPS NO.53 DERECHO",1,NULL,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.426.0270","FÃ“RCEPS NO.53 IZQUIERDO",1,NULL,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.426.0411","FÃ“RCEPS NO.69",1,NULL,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.426.0734","FÃ“RCEPS PARA ODONTECTOMÃAS DEL No. 222",1,NULL,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.426.0023","FOÌRCEPS. NO 23.",1,NULL,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","537.547.0019","JERINGA CARPULE CON ADAPTADOR PARA AGUJA DESECHABLE CALIBRE 27 LARFA O CORTA ENTRADA UNIVERSAL O ESTADAR. HENDIDURA PARA INTRODUCIR CARTUCHO DE ANESTESICO DESECHABLE DE 1.8ML DOS ALETAS EN EL CUERPO PARA APOYAR INDICE Y MEDIO. EMBOLO CON ANILLO PARA EL DEDO PULGAR Y ESPIRAL AGUDA EN EL EXTREMO O PUESTO (EN CONTACTO CON LA GOMA DEL CARTUCHO).",10,NULL,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","S/C","JUEGO DE GRAPAS",1,NULL,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","S/C","JUEGO DE PROFILAXIS 8 INSTRUMENTOS",1,NULL,"",NULL
"VZIM005393","Hospital General Tuxpan Dr.Emilio Alcazar","instrumental","535.567.0059","LEGRA MEAD MANGO RECTO DOBLE EXTREMO",1,NULL,"",NULL
